code	name	color	material	variantId	imageUrl	productUrl
10100	PLA Basic	Jade White	PLA	A00-W1	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10101	PLA Basic	Black	PLA	A00-K0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10102	PLA Basic	Silver	PLA	A00-D1	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10103	PLA Basic	Gray	PLA	A00-D0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10104	PLA Basic	Light Gray	PLA	A00-D2	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10105	PLA Basic	Dark Gray	PLA	A00-D3	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10200	PLA Basic	Red	PLA	A00-R0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10201	PLA Basic	Beige	PLA	A00-P0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10202	PLA Basic	Magenta	PLA	A00-P6	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10203	PLA Basic	Pink	PLA	A00-A0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10204	PLA Basic	Hot Pink	PLA	A00-R3	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10205	PLA Basic	Maroon Red	PLA	A00-R2	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10300	PLA Basic	Orange	PLA	A00-A0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10301	PLA Basic	Pumpkin Orange	PLA	A00-A1	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10400	PLA Basic	Yellow	PLA	A00-Y0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10401	PLA Basic	Gold	PLA	A00-Y4	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10402	PLA Basic	Sunflower Yellow	PLA	A00-Y2	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10501	PLA Basic	Bambu Green	PLA	A00-G1/G6	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10502	PLA Basic	Mistletoe Green	PLA	A00-G2	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10503	PLA Basic	Bright Green	PLA	A00-G3	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10601	PLA Basic	Blue	PLA	A09-B4	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10602	PLA Basic	Blue Grey	PLA	A00-B1	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10603	PLA Basic	Cyan	PLA	A00-B8	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10604	PLA Basic	Cobalt Blue	PLA	A00-B3	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10605	PLA Basic	Turquoise	PLA	A00-B5	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10700	PLA Basic	Purple	PLA	A00-P5	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10701	PLA Basic	Indigo Purple	PLA	A00-P2	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10800	PLA Basic	Brown	PLA	A00-N0	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10801	PLA Basic	Bronze	PLA	A00-Y3	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10802	PLA Basic	Cocoa Brown	PLA	A00-N1	https://store.bblcdn.eu/s8/default/2b4a62ed4c044e8f9353a6ca8f93caea/White.jpg	https://eu.store.bambulab.com/products/pla-basic-filament
10900	PLA Basic Gradient	Arctic Whisper	PLA	A00-M0	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10901	PLA Basic Gradient	Solar Breeze	PLA	A00-M1	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10902	PLA Basic Gradient	Ocean to Meadow	PLA	A00-M2	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10903	PLA Basic Gradient	Pink Citrus	PLA	A00-M3	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10904	PLA Basic Gradient	Mint Lime	PLA	A00-M4	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10905	PLA Basic Gradient	Blueberry Bubblegum	PLA	A00-M5	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10906	PLA Basic Gradient	Dusk Glare	PLA	A00-M6	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
10907	PLA Basic Gradient	Cotton Candy Cloud	PLA	A00-M7	https://store.bblcdn.eu/s8/default/9c7b5bb7e49a42749b500490e1cbe948/pink_blue.jpg	https://eu.store.bambulab.com/products/pla-basic-gradient
11100	PLA Matte	Matte Ivory White	PLA	A01-W2	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11101	PLA Matte	Matte Charcoal	PLA	A01-K1	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11102	PLA Matte	Matte Ash Gray	PLA	A01-D3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11103	PLA Matte	Matte Bone White	PLA	A01-W3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11104	PLA Matte	Matte Nardo Gray	PLA	A01-D0	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11200	PLA Matte	Matte Scarlet Red	PLA	A01-R1	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11201	PLA Matte	Matte Sakura Pink	PLA	A01-P3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11202	PLA Matte	Matte Dark Red	PLA	A01-R4	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11203	PLA Matte	Matte Terracotta	PLA	A01-R2	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11204	PLA Matte	Matte Plum	PLA	A01-R3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11300	PLA Matte	Matte Mandarin Orange	PLA	A01-A2	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11400	PLA Matte	Matte Lemon Yellow	PLA	A01-Y2	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11401	PLA Matte	Matte Desert Tan	PLA	A01-Y3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11500	PLA Matte	Matte Grass Green	PLA	A01-G1	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11501	PLA Matte	Matte Dark Green	PLA	A01-G7	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11502	PLA Matte	Matte Apple Green	PLA	A01-G0	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11600	PLA Matte	Matte Marine Blue	PLA	A01-B3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11601	PLA Matte	Matte Ice Blue	PLA	A01-B4	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11602	PLA Matte	Matte Dark Blue	PLA	A01-B6	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11603	PLA Matte	Matte Sky Blue	PLA	A01-B0	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11700	PLA Matte	Matte Lilac purple	PLA	A01-P4	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11800	PLA Matte	Matte Latte Brown	PLA	A01-N1	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11801	PLA Matte	Matte Dark Brown	PLA	A01-N2	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11802	PLA Matte	Matte Dark Chocolate	PLA	A01-N0	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
11803	PLA Matte	Matte Caramel	PLA	A01-N3	https://store.bblcdn.eu/s8/default/7021f0243b4948b88c27db7028831dac/Matte-Ivory-White-.png	https://eu.store.bambulab.com/products/pla-matte
12000	PLA Tough	Yellow	PLA Tough	A09-Y0		
12001	PLA Tough	Silver	PLA Tough	A09-D1		
12002	PLA Tough	Orange	PLA Tough	A09-A0		
12003	PLA Tough	Vermilion Red	PLA Tough	A09-R3		
12004	PLA Tough	Light Blue	PLA Tough	A09-B4		
12005	PLA Tough	Lavender Blue	PLA Tough	A09-B5		
12104	PLA Tough+	Black	PLA	A10-K0	https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
12105	PLA Tough+	Gray	PLA	A10-D0	https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
12106	PLA Tough+	Silver	PLA		https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
12107	PLA Tough+	White	PLA	A10-W0	https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
12301	PLA Tough+	Orange	PLA		https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
12401	PLA Tough+	Yellow	PLA		https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
12601	PLA Tough+	Cyan	PLA		https://store.bblcdn.eu/s8/default/76a53975eaab4238ab610612c4efdc5f/PLA_Tough_(3).jpg	https://eu.store.bambulab.com/products/pla-tough-upgrade
13100	PLA Metal	Iron Gray Metallic	PLA	A02-D2	https://store.bblcdn.eu/s8/default/a8cb6b37d9d8430b88743d1784093c1a/A02-B2-1.75-1000-spl.png	https://eu.store.bambulab.com/products/pla-metal
13101	PLA Sparkle	Onyx Black Sparkle	PLA	A08-K2	https://store.bblcdn.eu/s8/default/7407fc887147448bbbf89189c9539952/Sparklegreen.png	https://eu.store.bambulab.com/products/pla-sparkle
13102	PLA Sparkle	Slate Gray Sparkle	PLA	A08-D5	https://store.bblcdn.eu/s8/default/7407fc887147448bbbf89189c9539952/Sparklegreen.png	https://eu.store.bambulab.com/products/pla-sparkle
13103	PLA Marble	White Marble	PLA	A07-D4	https://store.bblcdn.eu/s8/default/403434f58f2e4ba8a72159a24315dd2b/A07-R5-1.75-1000-spl.jpg	https://eu.store.bambulab.com/products/pla-marble
13106	PLA Wood	White Oak	PLA	A16-W0	https://store.bblcdn.eu/s8/default/11c1ab483b664ebbbfcf7414c1ec0167/4_4f1d41bd-761c-4ac8-bea1-540852b7334d.jpg	https://eu.store.bambulab.com/products/pla-wood
13107	PLA Wood	Black Walnut	PLA	A16-K0	https://store.bblcdn.eu/s8/default/11c1ab483b664ebbbfcf7414c1ec0167/4_4f1d41bd-761c-4ac8-bea1-540852b7334d.jpg	https://eu.store.bambulab.com/products/pla-wood
13108	PLA Silk+	Titan Gray	PLA	A06-D0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13109	PLA Silk+	Silver	PLA	A06-D1	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13110	PLA Silk+	White	PLA	A06-W0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13200	PLA Sparkle	Crimson Red Sparkle	PLA	A08-R2	https://store.bblcdn.eu/s8/default/7407fc887147448bbbf89189c9539952/Sparklegreen.png	https://eu.store.bambulab.com/products/pla-sparkle
13201	PLA Marble	Red Granite	PLA	A07-R5	https://store.bblcdn.eu/s8/default/403434f58f2e4ba8a72159a24315dd2b/A07-R5-1.75-1000-spl.jpg	https://eu.store.bambulab.com/products/pla-marble
13203	PLA Galaxy	Brown	PLA	A15-R0	https://store.bblcdn.eu/s8/default/5a46d227df6e4ed4bbe44dd87d31d069/purle.jpg	https://eu.store.bambulab.com/products/pla-galaxy
13204	PLA Wood	Rosewood	PLA	A16-R0	https://store.bblcdn.eu/s8/default/11c1ab483b664ebbbfcf7414c1ec0167/4_4f1d41bd-761c-4ac8-bea1-540852b7334d.jpg	https://eu.store.bambulab.com/products/pla-wood
13205	PLA Silk+	Candy Red	PLA	A06-R0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13206	PLA Silk+	Rose Gold	PLA	A06-R1	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13207	PLA Silk+	Pink	PLA	A06-R2	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13210	PLA Translucent	Red	PLA	A17-R0	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13211	PLA Translucent	Cherry Pink	PLA	A17-R1	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13301	PLA Translucent	Orange	PLA	A17-A0	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13400	PLA Metal	Iridium Gold Metallic	PLA	A02-Y1	https://store.bblcdn.eu/s8/default/a8cb6b37d9d8430b88743d1784093c1a/A02-B2-1.75-1000-spl.png	https://eu.store.bambulab.com/products/pla-metal
13402	PLA Sparkle	Classic Gold Sparkle	PLA	A08-Y1	https://store.bblcdn.eu/s8/default/7407fc887147448bbbf89189c9539952/Sparklegreen.png	https://eu.store.bambulab.com/products/pla-sparkle
13403	PLA Wood	Ochre Yellow	PLA	A16-Y0	https://store.bblcdn.eu/s8/default/11c1ab483b664ebbbfcf7414c1ec0167/4_4f1d41bd-761c-4ac8-bea1-540852b7334d.jpg	https://eu.store.bambulab.com/products/pla-wood
13404	PLA Silk+	Champagne	PLA	A06-Y0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13405	PLA Silk+	Gold	PLA	A06-Y1	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13410	PLA Translucent	Mellow Yellow	PLA	A17-Y0	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13500	PLA Metal	Oxide Green Metallic	PLA	A02-G2	https://store.bblcdn.eu/s8/default/a8cb6b37d9d8430b88743d1784093c1a/A02-B2-1.75-1000-spl.png	https://eu.store.bambulab.com/products/pla-metal
13501	PLA Sparkle	Alpine Green Sparkle	PLA	A08-G3	https://store.bblcdn.eu/s8/default/7407fc887147448bbbf89189c9539952/Sparklegreen.png	https://eu.store.bambulab.com/products/pla-sparkle
13503	PLA Galaxy	Green	PLA	A15-G0	https://store.bblcdn.eu/s8/default/5a46d227df6e4ed4bbe44dd87d31d069/purle.jpg	https://eu.store.bambulab.com/products/pla-galaxy
13504	PLA Galaxy	Nebulae	PLA	A15-G1	https://store.bblcdn.eu/s8/default/5a46d227df6e4ed4bbe44dd87d31d069/purle.jpg	https://eu.store.bambulab.com/products/pla-galaxy
13505	PLA Wood	Classic Birch	PLA	A16-G0	https://store.bblcdn.eu/s8/default/11c1ab483b664ebbbfcf7414c1ec0167/4_4f1d41bd-761c-4ac8-bea1-540852b7334d.jpg	https://eu.store.bambulab.com/products/pla-wood
13506	PLA Silk+	Candy Green	PLA	A06-G0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13507	PLA Silk+	Mint	PLA	A06-G1	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13510	PLA Translucent	Light Jade	PLA	A17-G0	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13600	PLA Metal	Cobalt Blue Metallic	PLA	A02-B2	https://store.bblcdn.eu/s8/default/a8cb6b37d9d8430b88743d1784093c1a/A02-B2-1.75-1000-spl.png	https://eu.store.bambulab.com/products/pla-metal
13602	PLA Galaxy	Purple	PLA	A15-B0	https://store.bblcdn.eu/s8/default/5a46d227df6e4ed4bbe44dd87d31d069/purle.jpg	https://eu.store.bambulab.com/products/pla-galaxy
13603	PLA Silk+	Baby Blue	PLA	A06-B0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13604	PLA Silk+	Blue	PLA	A06-B1	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13610	PLA Translucent	Ice Blue	PLA		https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13611	PLA Translucent	Blue	PLA	A17-B1	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13612	PLA Translucent	Teal	PLA		https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
13700	PLA Sparkle	Royal Purple Sparkle	PLA	A08-B7	https://store.bblcdn.eu/s8/default/7407fc887147448bbbf89189c9539952/Sparklegreen.png	https://eu.store.bambulab.com/products/pla-sparkle
13702	PLA Silk+	Purple	PLA	A06-P0	https://store.bblcdn.eu/s8/default/9aaebe748b88497387f3c159307aa5bf/cf2723db072c4371b3606938b8cccdb9.jpg	https://eu.store.bambulab.com/products/pla-silk-upgrade
13710	PLA Translucent	Purple	PLA	A17-P0	https://store.bblcdn.eu/s8/default/18aacd2b879441cd80c2cd067b2ad0a1/teal_4dc29df4-13e2-4c00-9e6a-7dbf9183952a.jpg	https://eu.store.bambulab.com/products/pla-translucent
